epoch,lr,train_loss,val_loss,val_road_iou,val_mean_iou,val_bottom_road_iou,val_pixel_accuracy
63,0.0009215409042721543,0.12363601189393264,0.5236493945121765,0.7639166165841168,0.8383510260498819,0.7856880576955299,0.9319809623386549
64,0.0008954715367323459,0.1285357469549546,0.6344935968518257,0.7386837360179468,0.8193315709078202,0.7732536159845419,0.9220255976137908
65,0.0008694738077799478,0.12352422109017006,0.45487654209136963,0.7791071003728856,0.8497027458185141,0.8042794279026866,0.9377872632897418
66,0.0008435655349597683,0.12652642681048468,0.46200206875801086,0.780719456949717,0.8507018071849508,0.8043768416139102,0.9381501570991848
67,0.000817764474507852,0.12846018775151327,0.5330257266759872,0.7626759059630658,0.8373600742434217,0.7862648365445835,0.931427001953125
68,0.0007920883091822399,0.11941788001702382,0.5142308995127678,0.7687854803175306,0.842282256611729,0.7958101959595741,0.9342041015625
69,0.0007665546361440939,0.13137220247433737,0.5283041000366211,0.7668151303898787,0.8403540929100535,0.791005376286315,0.9328944994055707
70,0.0007411809548974786,0.12063521376022926,0.45334792137145996,0.7810883177867214,0.8510093997943439,0.8022731569685423,0.9383292820142664
71,0.0007159846552960766,0.12288210311761269,0.5231763571500778,0.760150110073116,0.8353023742202871,0.7823509809343515,0.9302494214928668
72,0.000690983005625052,0.11496953952770966,0.5496020540595055,0.7574378375914488,0.8334294815508868,0.7817587962815518,0.9293922756029211
73,0.0006661931407662286,0.11544752292908154,0.45953232049942017,0.781652535753341,0.851642156456796,0.8020306415808436,0.938800977623981
74,0.0006416320504546992,0.1140433091383714,0.5649954974651337,0.7609353243385989,0.8359562873097823,0.7803537013943997,0.9306328814962636
75,0.0006173165676349097,0.12106950065264335,0.5499106496572495,0.762200256269449,0.836845919369046,0.7869488875354824,0.9310515030570652
76,0.0005932633569241993,0.11840768444996613,0.47671905159950256,0.775303860210354,0.8464842290884329,0.7947569964298054,0.9358805780825408
77,0.0005694889031917046,0.11669929096331963,0.4703265428543091,0.7803221638303212,0.8502841390864292,0.7988958391369312,0.9378522789996603
78,0.0005460095002604528,0.11369781425366035,0.48567357659339905,0.7752080757463498,0.8467004912574982,0.7974199230452704,0.9361937149711277
79,0.0005228412397403911,0.1169892755838541,0.4821142107248306,0.7796573467557625,0.850029152596167,0.8013636677358539,0.937893411387568
80,0.0004999999999999998,0.11675412952899933,0.5985271856188774,0.7509072898374533,0.8283234086754463,0.7715442148789242,0.9265972635020381
81,0.0004775014352840508,0.11191927355069381,0.5474798157811165,0.7676427640638429,0.8410299366616796,0.7890474588644513,0.9332812765370244
82,0.0004553609649849729,0.10645497934176372,0.5847246944904327,0.7576475779542317,0.8334535928739707,0.7845059967964996,0.9293120011039402
83,0.0004335937630751666,0.1176020405613459,0.5178970098495483,0.7718523881795439,0.8440815426561611,0.7937021258206359,0.9347773012907609
84,0.00041221474770752664,0.11307155856719384,0.5631649643182755,0.7630862378267556,0.8374413197770382,0.7841202875081679,0.9313109024711277
85,0.000391238570991279,0.11089641600847244,0.5415133237838745,0.7645922050673274,0.8387534190100443,0.7901480087846683,0.9321156377377717
86,0.00037067960895016244,0.10970115317748143,0.4835818260908127,0.7816112789052551,0.8513392881650894,0.8004121945732553,0.9384540060292119
87,0.0003505519516698162,0.11610915855719493,0.5393124520778656,0.7685994181394338,0.8417207226861072,0.7888620947890054,0.9336182967476223
88,0.00033086939364114184,0.10642551114925972,0.5197624936699867,0.7697823587783964,0.8425226055329245,0.7912288076222502,0.933971239172894
89,0.0003116454243062456,0.1061433691244859,0.5098825320601463,0.7737685940038914,0.8454528075373451,0.7961382362906307,0.9354354194972826
90,0.0002928932188134523,0.10852186439129022,0.5153352618217468,0.771889160591978,0.8440411784627391,0.7926073904576088,0.9347089684527853
91,0.00027462562898771214,0.10907464990249047,0.5657086968421936,0.7592160671577647,0.8346419295313794,0.7831318036229237,0.9299356211786685
92,0.0002568551745226057,0.11365779890463902,0.5143404006958008,0.7727901227670777,0.844871828145894,0.7971998655588524,0.9352443529211957
93,0.0002395940343999689,0.10899006976531102,0.5366297960281372,0.7674893562091277,0.8407992816170705,0.7921172156966857,0.9330815854279891
94,0.00022285403854302896,0.10713675847420326,0.5519091710448265,0.7648766861469475,0.8388608613982238,0.7888231154235006,0.9320970618206522
95,0.0002066466597087646,0.1047421871469571,0.519168958067894,0.7704344842137479,0.8430869407141613,0.792351570717278,0.9343142302139945
96,0.00019098300562505255,0.10803286043497232,0.5682868734002113,0.7595590516690698,0.8349086479675194,0.7841272094839213,0.9300802479619565
97,0.00017587381137798441,0.10493736312939571,0.5932317972183228,0.7538281529360111,0.830597854016605,0.7787361895257272,0.927837205969769
98,0.00016132943205457597,0.10789790405676915,0.5531748756766319,0.7631648281155137,0.8375637565341965,0.7855678761049351,0.9314183774201766
99,0.00014735983564590773,0.10380868499095623,0.5399828031659126,0.7672129029876912,0.8406536758820464,0.7906585058196204,0.9330497409986414
100,0.00013397459621556122,0.10354746648898491,0.5513077825307846,0.7645523176253409,0.8386155014737885,0.7868483555986676,0.9319690206776494
101,0.00012118288733803465,0.10566372195115456,0.5168608501553535,0.772062647424825,0.8442451664862449,0.7930953887754222,0.9348655368970789
102,0.00010899347581163215,0.10453856851045902,0.5199037119746208,0.7709490214982989,0.8434078067390429,0.7929834651329979,0.934433646824049
103,9.741471565013954e-05,0.10438587058048981,0.5166677460074425,0.7717106238647737,0.8438972848628019,0.7912548796094162,0.934628030528193
104,8.645454235739898e-05,0.10452406337627998,0.5215195268392563,0.7700056904663869,0.8426737779993407,0.790991940950516,0.9340375817340353
105,7.612046748871322e-05,0.09974492570528617,0.5408198088407516,0.7652921175505024,0.8391815879882732,0.789134935476835,0.9322688890540082
106,6.641957350279822e-05,0.10262079250354034,0.5064740478992462,0.7741235936735692,0.8457971552103524,0.7950919891365897,0.9356669550356658
107,5.735850890782165e-05,0.10653100563929631,0.49980801343917847,0.776360969274539,0.8474372914821158,0.7974788396151342,0.936481641686481
108,4.894348370484644e-05,0.1059659427175155,0.49526362866163254,0.7773366163228179,0.8481437667776404,0.7977407791888362,0.9368259595788043
109,4.1180265131807034e-05,0.10367656957644683,0.5197380855679512,0.7705517978916959,0.8430759662116629,0.7925701375993564,0.9342392631199049
110,3.4074173710931665e-05,0.10455636909374824,0.5169061869382858,0.7713682843694205,0.8437136996736858,0.793262848899745,0.934584907863451
111,2.7630079602323425e-05,0.10650890721724583,0.5205818265676498,0.7712342967664731,0.8436327956881156,0.7932606177467282,0.9345570439877717
112,2.1852399266194295e-05,0.1083864546739138,0.5264206230640411,0.7698362705819689,0.8426223752082543,0.7930471436175569,0.9340641187584918
113,1.674509243604548e-05,0.10225262263646492,0.5334581881761551,0.7677625115880066,0.8410052096188172,0.7914297392065052,0.9331883969514266
114,1.2311659404862332e-05,0.09916275051923898,0.5272032171487808,0.7690851778756603,0.8420060360499115,0.7924140085533615,0.9337098494819973
115,8.555138626189612e-06,0.10462505714251445,0.5258842036128044,0.7694157416120806,0.8422548799788525,0.7928882469604208,0.9338385540506114
116,5.4781046317265955e-06,0.10512312444356772,0.5376246720552444,0.7668361903489023,0.8403446143294304,0.7909778478743996,0.9328719429347826
117,3.082666266872034e-06,0.10373943872176684,0.5268523916602135,0.769807634888194,0.8425739532531029,0.7934273313411797,0.9340203326681386
118,1.3704652454261659e-06,0.10749943955586506,0.5208570659160614,0.7716042082611589,0.8438742084473712,0.7942068836445958,0.9346558944038723
119,3.426750244427399e-07,0.1041651597389808,0.5158529654145241,0.7726044645574355,0.8446407794651524,0.7948146866756044,0.9350612474524457
120,0.0,0.10884379882078904,0.5308756828308105,0.76828728058032,0.841384303130564,0.7910172838267389,0.9333734926970109
